hits	firstpost_date	title	url	trackback_date	trackback_total	url_expansions	target_birth_date	content	mytype	score	topsy_author_img	trackback_permalink	trackback_author_url	highlight	topsy_author_url	topsy_trackback_url	trackback_author_name	trackback_author_nick
1	1387515634	'This time of the year makes me emotional #sad #dreamy #angry #happy #surprised #exhausted #lovable\xe2\x80\xa6 http://t.co/QByOSHCq9a'	'http://twitter.com/belunyc/status/413896688257236992'	1387515634	0	[{u'url': u'http://t.co/QByOSHCq9a', u'display_url': u'instagram.com/p/iIYSX5ub-s/', u'expanded_url': u'http://instagram.com/p/iIYSX5ub-s/', u'topsy_expanded_url': u'http://instagram.com/p/iIYSX5ub-s/'}]	1387515634	'This time of the year makes me emotional #sad #dreamy #angry #happy #surprised #exhausted #lovable\xe2\x80\xa6 http://t.co/QByOSHCq9a'	'tweet'	7.92459	'http://pbs.twimg.com/profile_images/457771258877198336/1B2p1BZP_normal.jpeg'	'http://twitter.com/belunyc/status/413896688257236992'	'http://twitter.com/belunyc'	'This time of the year makes me emotional #sad #dreamy #angry #happy #surprised #exhausted #lovable\xe2\x80\xa6'	'http://topsy.com/twitter/belunyc'	'http://topsy.com/trackback?url=http%3A//twitter.com/belunyc/status/413896688257236992'	'Belen Rosenberg'	'belunyc'	
2	1341716335	'my bf is better than yours #new6s #Jordans #happy #surprised   #highaxl  http://t.co/nfS9OUHd'	'http://twitter.com/dreeyuhhh/status/221800504085319680'	1341716335	2	[{u'url': u'http://t.co/nfS9OUHd', u'display_url': u'instagr.am/p/MzcuFHCsBn/', u'expanded_url': u'http://instagr.am/p/MzcuFHCsBn/', u'topsy_expanded_url': u'http://instagr.am/p/MzcuFHCsBn/'}]	1341716335	'my bf is better than yours #new6s #Jordans #happy #surprised   #highaxl  http://t.co/nfS9OUHd'	'tweet'	7.880187	'http://pbs.twimg.com/profile_images/378800000140582319/1d736d4fb29cda4dbca1bdb6f3fc8620_normal.jpeg'	'http://twitter.com/dreeyuhhh/status/221800504085319680'	'http://twitter.com/dreeyuhhh'	'my bf is better than yours #new6s #Jordans #happy #surprised #highaxl'	'http://topsy.com/twitter/dreeyuhhh'	'http://topsy.com/trackback?url=http%3A//twitter.com/dreeyuhhh/status/221800504085319680'	'andrea saavedra'	'dreeyuhhh'	
2	1328408829	'Uwharrie Mountain Run 40-miler: Completed! Target time: Crushed! Finished 1 hour 16 minutes faster than last year. #happy #surprised #sore'	'http://twitter.com/fromagefacile/status/165984778196230144'	1328408829	6	[]	1328408829	'Uwharrie Mountain Run 40-miler: Completed! Target time: Crushed! Finished 1 hour 16 minutes faster than last year. #happy #surprised #sore'	'tweet'	7.8779955	'http://pbs.twimg.com/profile_images/1306745401/MakerFaire2007_normal.jpg'	'http://twitter.com/fromagefacile/status/165984778196230144'	'http://twitter.com/fromagefacile'	'Uwharrie Mountain Run 40-miler: Completed! Target time: Crushed! Finished 1 hour 16 minutes faster than last year. #happy #surprised'	'http://topsy.com/twitter/fromagefacile'	'http://topsy.com/trackback?url=http%3A//twitter.com/fromagefacile/status/165984778196230144'	'Mike Broome'	'fromagefacile'	
2	1365234834	'(\xd0\xb7\xc2\xb4\xe2\x8c\xa3`\xce\xb5) \xe2\x98\xba #love #happy #surprised #shocked #gombal #iloveyou #instadaily #instaphoto #ig #igers\xe2\x80\xa6 http://t.co/hBtnQSrLFm'	'http://twitter.com/rayuangokil/status/320444236371722240'	1365234834	2	[{u'url': u'http://t.co/hBtnQSrLFm', u'display_url': u'instagram.com/p/XwVv9RBn99/', u'expanded_url': u'http://instagram.com/p/XwVv9RBn99/', u'topsy_expanded_url': u'http://instagram.com/p/XwVv9RBn99/'}]	1365234834	'(\xd0\xb7\xc2\xb4\xe2\x8c\xa3`\xce\xb5) \xe2\x98\xba #love #happy #surprised #shocked #gombal #iloveyou #instadaily #instaphoto #ig #igers\xe2\x80\xa6 http://t.co/hBtnQSrLFm'	'tweet'	7.8746595	'http://pbs.twimg.com/profile_images/2201074610/Kata_Kata_Gombal_2012_normal.png'	'http://twitter.com/RayuanGokil/status/320444236371722240'	'http://twitter.com/rayuangokil'	'(\xd0\xb7\xc2\xb4\xe2\x8c\xa3`\xce\xb5) \xe2\x98\xba #love #happy #surprised #shocked #gombal #iloveyou #instadaily #instaphoto #ig #igers\xe2\x80\xa6'	'http://topsy.com/twitter/rayuangokil'	'http://topsy.com/trackback?url=http%3A//twitter.com/rayuangokil/status/320444236371722240'	'Rayuan Gokil'	'rayuangokil'	
1	1383924770	"@JoshLeviWorld omg, just found out JOSH is back in the competion!! i knew they couldn't let him go! #happy #surprised yeeyyy"	'http://twitter.com/next2youswag/status/398835511017484289'	1383924770	0	[]	1383924770	"@JoshLeviWorld omg, just found out JOSH is back in the competion!! i knew they couldn't let him go! #happy #surprised yeeyyy"	'tweet'	7.863619	'http://pbs.twimg.com/profile_images/458357293470728192/ZZQ-ErQD_normal.jpeg'	'http://twitter.com/Next2YouSwag/status/398835511017484289'	'http://twitter.com/next2youswag'	" omg, just found out JOSH is back in the competion!! i knew they couldn't let him go! #happy #surprised yeeyyy"	'http://topsy.com/twitter/next2youswag'	'http://topsy.com/trackback?url=http%3A//twitter.com/next2youswag/status/398835511017484289'	'Elin Iversen'	'next2youswag'	
1	1387897429	'thanks sheinside_official for these awesome christmas presents! #girl #happy #surprised #awesome #nice\xe2\x80\xa6 http://t.co/mSmyEKEYJQ'	'http://twitter.com/jacqx3/status/415498048983539712'	1387897429	0	[{u'url': u'http://t.co/mSmyEKEYJQ', u'display_url': u'instagram.com/p/iTwgFLCL-H/', u'expanded_url': u'http://instagram.com/p/iTwgFLCL-H/', u'topsy_expanded_url': u'http://instagram.com/p/iTwgFLCL-H/'}]	1387897429	'thanks sheinside_official for these awesome christmas presents! #girl #happy #surprised #awesome #nice\xe2\x80\xa6 http://t.co/mSmyEKEYJQ'	'tweet'	7.8443522	'http://pbs.twimg.com/profile_images/422898024424427520/VWeRfCVr_normal.jpeg'	'http://twitter.com/Jacqx3/status/415498048983539712'	'http://twitter.com/jacqx3'	'thanks sheinside_official for these awesome christmas presents! #girl #happy #surprised #awesome #nice\xe2\x80\xa6'	'http://topsy.com/twitter/jacqx3'	'http://topsy.com/trackback?url=http%3A//twitter.com/jacqx3/status/415498048983539712'	'Jacqueline'	'jacqx3'	
1	1336176141	'Photo: Whoot! Whoot! Look what I found deep down, hiding inside my purse. (: #Money #Happy #Surprised #Lucky... http://t.co/hBoD8DLm'	'http://twitter.com/xx_yiauhnna_xx/status/198563246855294976'	1336176141	0	[{u'url': u'http://t.co/hBoD8DLm', u'display_url': u'tmblr.co/ZuV_CyKtr29e', u'expanded_url': u'http://tmblr.co/ZuV_CyKtr29e', u'topsy_expanded_url': u'http://yiauhnna.tumblr.com/post/22411485800/'}]	1336176141	'Photo: Whoot! Whoot! Look what I found deep down, hiding inside my purse. (: #Money #Happy #Surprised #Lucky... http://t.co/hBoD8DLm'	'tweet'	7.834344	'http://pbs.twimg.com/profile_images/437682112943386624/w7tR8fGS_normal.jpeg'	'http://twitter.com/xx_Yiauhnna_xx/status/198563246855294976'	'http://twitter.com/xx_yiauhnna_xx'	'Photo: Whoot! Whoot! Look what I found deep down, hiding inside my purse. (: #Money #Happy #Surprised #Lucky'	'http://topsy.com/twitter/xx_yiauhnna_xx'	'http://topsy.com/trackback?url=http%3A//twitter.com/xx_yiauhnna_xx/status/198563246855294976'	'Brieee.'	'xx_yiauhnna_xx'	
1	1336176139	'Whoot! Whoot! Look what I found deep down, hiding inside my purse. (: #Money #Happy #Surprised #Lucky http://t.co/PWO5FEnY'	'http://twitter.com/xx_yiauhnna_xx/status/198563235182555138'	1336176139	0	[{u'url': u'http://t.co/PWO5FEnY', u'display_url': u'instagr.am/p/KOV91WQ4XE/', u'expanded_url': u'http://instagr.am/p/KOV91WQ4XE/', u'topsy_expanded_url': u'http://instagr.am/p/KOV91WQ4XE/'}]	1336176139	'Whoot! Whoot! Look what I found deep down, hiding inside my purse. (: #Money #Happy #Surprised #Lucky http://t.co/PWO5FEnY'	'tweet'	7.829325	'http://pbs.twimg.com/profile_images/437682112943386624/w7tR8fGS_normal.jpeg'	'http://twitter.com/xx_Yiauhnna_xx/status/198563235182555138'	'http://twitter.com/xx_yiauhnna_xx'	'Whoot! Whoot! Look what I found deep down, hiding inside my purse. (: #Money #Happy #Surprised #Lucky'	'http://topsy.com/twitter/xx_yiauhnna_xx'	'http://topsy.com/trackback?url=http%3A//twitter.com/xx_yiauhnna_xx/status/198563235182555138'	'Brieee.'	'xx_yiauhnna_xx'	
1	1344660396	'RT @saffyre9: Adam and I are engaged!! #happy #surprised #w00t http://t.co/10xZiuKW &lt;-- He put a ring on it! Congrats, Dawn!!!'	'http://twitter.com/anniecushing/status/234148789399715840'	1344660396	0	[{u'url': u'http://t.co/10xZiuKW', u'display_url': u'bit.ly/NmBqEz', u'expanded_url': u'http://bit.ly/NmBqEz', u'topsy_expanded_url': u'http://bit.ly/NmBqEz'}]	1344660396	'RT @saffyre9: Adam and I are engaged!! #happy #surprised #w00t http://t.co/10xZiuKW &lt;-- He put a ring on it! Congrats, Dawn!!!'	'tweet'	7.829074	'http://pbs.twimg.com/profile_images/378800000116026999/26e1858a8841ba6f9a9621c0fbd5145d_normal.jpeg'	'http://twitter.com/AnnieCushing/status/234148789399715840'	'http://twitter.com/anniecushing'	'Adam and I are engaged!! #happy #surprised #w00t &lt;-- He put a ring on it! Congrats, Dawn!!!'	'http://topsy.com/twitter/anniecushing'	'http://topsy.com/trackback?url=http%3A//twitter.com/anniecushing/status/234148789399715840'	'Annie Cushing'	'anniecushing'	
1	1392520511	'Sometimes you put yourself out there, and opportunities arise... #overwhelmed #anxious #nervous #lookingforward #happy #surprised'	'http://twitter.com/shea98/status/434888661222432768'	1392520511	0	[]	1392520511	'Sometimes you put yourself out there, and opportunities arise... #overwhelmed #anxious #nervous #lookingforward #happy #surprised'	'tweet'	7.828221	'http://pbs.twimg.com/profile_images/2435735504/image_normal.jpg'	'http://twitter.com/Shea98/status/434888661222432768'	'http://twitter.com/shea98'	'Sometimes you put yourself out there, and opportunities arise... #overwhelmed #anxious #nervous #lookingforward #happy'	'http://topsy.com/twitter/shea98'	'http://topsy.com/trackback?url=http%3A//twitter.com/shea98/status/434888661222432768'	'Sheila Tremblay'	'shea98'	
1	1344659876	'This --&gt; RT @saffyre9: Adam and I are engaged!! #happy #surprised #w00t http://t.co/ooT4RBfy &lt;-- So happy! So lucky!'	'http://twitter.com/myitguy_adam/status/234146607338254336'	1344659876	8	[{u'url': u'http://t.co/ooT4RBfy', u'display_url': u'po.st/iEKhXo', u'expanded_url': u'http://po.st/iEKhXo', u'topsy_expanded_url': u'http://po.st/iEKhXo'}]	1344659876	'This --&gt; RT @saffyre9: Adam and I are engaged!! #happy #surprised #w00t http://t.co/ooT4RBfy &lt;-- So happy! So lucky!'	'tweet'	7.7874813	'http://pbs.twimg.com/profile_images/1681648651/IMG_1686_-_facebook_normal.jpg'	'http://twitter.com/MyITGuy_Adam/status/234146607338254336'	'http://twitter.com/myitguy_adam'	'This --&gt;Adam and I are engaged!! #happy #surprised #w00t &lt;-- So happy! So lucky!'	'http://topsy.com/twitter/myitguy_adam'	'http://topsy.com/trackback?url=http%3A//twitter.com/myitguy_adam/status/234146607338254336'	'Adam Smith'	'myitguy_adam'	
1	1339546624	'Had a great work out today ;) #ManyFaces #Sad #Mad #Happy #Surprised #Silly #ToungeOut #ChubbyCheeks #BigEye http://t.co/VWophBSK'	'http://twitter.com/shegotnonipple/status/212700074751434754'	1339546624	0	[{u'url': u'http://t.co/VWophBSK', u'display_url': u'instagr.am/p/Lyyp4EoTe1/', u'expanded_url': u'http://instagr.am/p/Lyyp4EoTe1/', u'topsy_expanded_url': u'http://instagr.am/p/Lyyp4EoTe1/'}]	1339546624	'Had a great work out today ;) #ManyFaces #Sad #Mad #Happy #Surprised #Silly #ToungeOut #ChubbyCheeks #BigEye http://t.co/VWophBSK'	'tweet'	7.7870855	'http://pbs.twimg.com/profile_images/427371602549166080/rD_rTZp-_normal.jpeg'	'http://twitter.com/ShegotnoNIPPLE/status/212700074751434754'	'http://twitter.com/shegotnonipple'	'Had a great work out today ;) #ManyFaces #Sad #Mad #Happy #Surprised #Silly #ToungeOut #ChubbyCheeks #BigEye'	'http://topsy.com/twitter/shegotnonipple'	'http://topsy.com/trackback?url=http%3A//twitter.com/shegotnonipple/status/212700074751434754'	'Aisa M. Magillicutty'	'shegotnonipple'	
1	1378072078	'Silver in my weight category :) #happy #surprised #kettlebells #firstcompetition http://t.co/Bzc1OjQpll'	'http://twitter.com/krider2010/status/374287540150616064'	1378072078	2	[{u'url': u'http://t.co/Bzc1OjQpll', u'display_url': u'campl.us/p3pl', u'expanded_url': u'http://campl.us/p3pl', u'topsy_expanded_url': u'http://campl.us/p3pl'}]	1378072078	'Silver in my weight category :) #happy #surprised #kettlebells #firstcompetition http://t.co/Bzc1OjQpll'	'tweet'	7.753759	'http://pbs.twimg.com/profile_images/435455852808794113/Wy9acBT2_normal.jpeg'	'http://twitter.com/krider2010/status/374287540150616064'	'http://twitter.com/krider2010'	'Silver in my weight category :) #happy #surprised #kettlebells #firstcompetition'	'http://topsy.com/twitter/krider2010'	'http://topsy.com/trackback?url=http%3A//twitter.com/krider2010/status/374287540150616064'	'krider2010'	'krider2010'	
1	1393252063	'Omg!!! cedricgervais liked my Instagram I \xe2\x9d\xa4\xef\xb8\x8fyour songs so much!!!! #happy #surprised #justfound #yay http://t.co/tpbKyBu1Go'	'http://twitter.com/mannyaisaka/status/437957011897339904'	1393252063	0	[{u'url': u'http://t.co/tpbKyBu1Go', u'display_url': u'instagram.com/p/kzVp7wqxeo/', u'expanded_url': u'http://instagram.com/p/kzVp7wqxeo/', u'topsy_expanded_url': u'http://instagram.com/p/kzVp7wqxeo/'}]	1393252063	'Omg!!! cedricgervais liked my Instagram I \xe2\x9d\xa4\xef\xb8\x8fyour songs so much!!!! #happy #surprised #justfound #yay http://t.co/tpbKyBu1Go'	'tweet'	7.71495	'http://pbs.twimg.com/profile_images/3171381517/ea69f492f7cecb5c467f11713ecd8a28_normal.jpeg'	'http://twitter.com/mannyAisaka/status/437957011897339904'	'http://twitter.com/mannyaisaka'	'Omg!!! cedricgervais liked my Instagram I \xe2\x9d\xa4\xef\xb8\x8fyour songs so much!!!! #happy #surprised #justfound #yay'	'http://topsy.com/twitter/mannyaisaka'	'http://topsy.com/trackback?url=http%3A//twitter.com/mannyaisaka/status/437957011897339904'	'manami aisaka'	'mannyaisaka'	
1	1351723198	'Whoohoo :) #car #blessed #happy #surprised #mine #Loveee #finally #surprised #theyloveme #thanksmom #thanksd http://t.co/KJAOfqjn'	'http://twitter.com/antimo14/status/263772328419291136'	1351723198	0	[{u'url': u'http://t.co/KJAOfqjn', u'display_url': u'instagr.am/p/RdrndPxNOM/', u'expanded_url': u'http://instagr.am/p/RdrndPxNOM/', u'topsy_expanded_url': u'http://instagram.com/p/RdrndPxNOM/'}]	1351723198	'Whoohoo :) #car #blessed #happy #surprised #mine #Loveee #finally #surprised #theyloveme #thanksmom #thanksd http://t.co/KJAOfqjn'	'tweet'	7.7106404	'http://pbs.twimg.com/profile_images/452945386831769601/xzBoC9FK_normal.jpeg'	'http://twitter.com/Antimo14/status/263772328419291136'	'http://twitter.com/antimo14'	'Whoohoo :) #car #blessed #happy #surprised #mine #Loveee #finally #surprised #theyloveme #thanksmom #thanksd'	'http://topsy.com/twitter/antimo14'	'http://topsy.com/trackback?url=http%3A//twitter.com/antimo14/status/263772328419291136'	'Miranda Antimo'	'antimo14'	
1	1393532742	"HAPPY BDAY DADDY! Today's my #dad 's #bday he's turning #61! #helium #balloon #smile #happy #surprised\xe2\x80\xa6 http://t.co/ptdLzXMBtV"	'http://twitter.com/danegarza/status/439134265042042880'	1393532742	0	[{u'url': u'http://t.co/ptdLzXMBtV', u'display_url': u'instagram.com/p/k7tAhANPLy/', u'expanded_url': u'http://instagram.com/p/k7tAhANPLy/', u'topsy_expanded_url': u'http://instagram.com/p/k7tAhANPLy/'}]	1393532742	"HAPPY BDAY DADDY! Today's my #dad 's #bday he's turning #61! #helium #balloon #smile #happy #surprised\xe2\x80\xa6 http://t.co/ptdLzXMBtV"	'tweet'	7.7074413	'http://pbs.twimg.com/profile_images/443241414768357376/rRjKEf4U_normal.jpeg'	'http://twitter.com/DaneGarza/status/439134265042042880'	'http://twitter.com/danegarza'	"HAPPY BDAY DADDY! Today's my #dad 's #bday he's turning #61! #helium #balloon #smile #happy #surprised\xe2\x80\xa6"	'http://topsy.com/twitter/danegarza'	'http://topsy.com/trackback?url=http%3A//twitter.com/danegarza/status/439134265042042880'	'Daniela Garza'	'danegarza'	
1	1349116742	'Need to pinch myself. After over 2 years, people still download the first #Hilda book. Crappedy crap! #grateful #happy #surprised'	'http://twitter.com/pagan_paul/status/252840060007886848'	1349116742	0	[]	1349116742	'Need to pinch myself. After over 2 years, people still download the first #Hilda book. Crappedy crap! #grateful #happy #surprised'	'tweet'	7.6662064	'http://pbs.twimg.com/profile_images/435088462274756608/OBejb05Y_normal.jpeg'	'http://twitter.com/pagan_paul/status/252840060007886848'	'http://twitter.com/paul__kater'	'Need to pinch myself. After over 2 years, people still download the first #Hilda book. Crappedy crap! #grateful #happy'	'http://topsy.com/twitter/paul__kater'	'http://topsy.com/trackback?url=http%3A//twitter.com/pagan_paul/status/252840060007886848'	'Paul Kater'	'paul__kater'	
1	1276549990	'What do u think r u today my friend? #Thoughtful #Lonely #Mad #Sad #Jealous #Guilty #Idiotic #Bored #Angry #Happy #Surprised!! choose Plz'	'http://twitter.com/nonnnzzz/status/16176491560'	1276549990	0	[]	1276549990	'What do u think r u today my friend? #Thoughtful #Lonely #Mad #Sad #Jealous #Guilty #Idiotic #Bored #Angry #Happy #Surprised!! choose Plz'	'tweet'	7.6652493	'http://a0.twimg.com/profile_images/2568173185/IMG_20120901_225823_normal.jpg'	'http://twitter.com/Nonnnzzz/status/16176491560'	'http://twitter.com/nonnnzzz'	'What do u think r u today my friend? #Thoughtful #Lonely #Mad #Sad #Jealous #Guilty #Idiotic #Bored #Angry #Happy #Surprised!! choose Plz'	'http://topsy.com/twitter/nonnnzzz'	'http://topsy.com/trackback?url=http%3A//twitter.com/nonnnzzz/status/16176491560'	'Nehal Hamdy'	'nonnnzzz'	
1	1303009880	'emotional lines... http://t.co/Qa1lYlr #aloof #happy #surprised #hurt #excited #angry #disapproving #frustrated #disgusted #mischievous'	'http://twitter.com/dthaase/status/59453865933807616'	1303009880	0	[{u'url': u'http://t.co/Qa1lYlr', u'display_url': u'dthaase-lines.blogspot.com/2011/04/emotio\u2026', u'expanded_url': u'http://dthaase-lines.blogspot.com/2011/04/emotional-lines.html?spref=tw', u'topsy_expanded_url': u'http://dthaase-lines.blogspot.com/2011/04/emotional-lines.html?spref=tw'}]	1303009880	'emotional lines... http://t.co/Qa1lYlr #aloof #happy #surprised #hurt #excited #angry #disapproving #frustrated #disgusted #mischievous'	'tweet'	7.640128	'http://pbs.twimg.com/profile_images/1145027794/dan_by_kat_normal.jpg'	'http://twitter.com/dthaase/status/59453865933807616'	'http://twitter.com/dthaase'	'emotional lines... #aloof #happy #surprised #hurt #excited #angry #disapproving #frustrated #disgusted'	'http://topsy.com/twitter/dthaase'	'http://topsy.com/trackback?url=http%3A//twitter.com/dthaase/status/59453865933807616'	'Dan Haase'	'dthaase'	
1	1363660394	'#GiftsFromAVirgo #HappyCustomer #SatisfiedCustomer #CustomGiftBaskets #Customized #Happy #Surprised\xe2\x80\xa6 http://t.co/Lg6Wzlf28b'	'http://twitter.com/love904/status/313840558466560002'	1363660394	0	[{u'url': u'http://t.co/Lg6Wzlf28b', u'display_url': u'instagr.am/p/XBcBTnGB3Z/', u'expanded_url': u'http://instagr.am/p/XBcBTnGB3Z/', u'topsy_expanded_url': u'http://instagram.com/p/XBcBTnGB3Z/'}]	1363660394	'#GiftsFromAVirgo #HappyCustomer #SatisfiedCustomer #CustomGiftBaskets #Customized #Happy #Surprised\xe2\x80\xa6 http://t.co/Lg6Wzlf28b'	'tweet'	7.634836	'http://pbs.twimg.com/profile_images/454287609255038976/HJl18zw6_normal.jpeg'	'http://twitter.com/LOVE904/status/313840558466560002'	'http://twitter.com/love904'	'#GiftsFromAVirgo #HappyCustomer #SatisfiedCustomer #CustomGiftBaskets #Customized #Happy #Surprised\xe2\x80\xa6'	'http://topsy.com/twitter/love904'	'http://topsy.com/trackback?url=http%3A//twitter.com/love904/status/313840558466560002'	'Lovely Me'	'love904'	
1	1367794886	'#surprise #party #friends #boyfriend #love #them #happy #surprised #unique #people #best #ones #guias\xe2\x80\xa6 http://t.co/gIjQbxePs6'	'http://twitter.com/andrea_lovesu/status/331181874082889728'	1367794886	0	[{u'url': u'http://t.co/gIjQbxePs6', u'display_url': u'instagram.com/p/Y8p0X_v9ff/', u'expanded_url': u'http://instagram.com/p/Y8p0X_v9ff/', u'topsy_expanded_url': u'http://instagram.com/p/Y8p0X_v9ff/'}]	1367794886	'#surprise #party #friends #boyfriend #love #them #happy #surprised #unique #people #best #ones #guias\xe2\x80\xa6 http://t.co/gIjQbxePs6'	'tweet'	7.595811	'http://pbs.twimg.com/profile_images/452956284589838336/jcH3xMXi_normal.jpeg'	'http://twitter.com/andrea_lovesu/status/331181874082889728'	'http://twitter.com/andrea_lovesu'	'#surprise #party #friends #boyfriend #love #them #happy #surprised #unique #people #best #ones #guias\xe2\x80\xa6'	'http://topsy.com/twitter/andrea_lovesu'	'http://topsy.com/trackback?url=http%3A//twitter.com/andrea_lovesu/status/331181874082889728'	'Andrea Martinez \xe2\x80\xa0'	'andrea_lovesu'	
1	1369525542	'\xf0\x9f\x98\xb1\xf0\x9f\x90\xb7\xf0\x9f\x90\xbd\xf0\x9f\x98\xb1 #desserttime #sweet #delicious #happy #surprised #instabest #insta #instapic #instafun #instacool\xe2\x80\xa6 http://t.co/FwvZL1DuCC'	'http://twitter.com/ahpetrova/status/338440771923488769'	1369525542	0	[{u'url': u'http://t.co/FwvZL1DuCC', u'display_url': u'instagram.com/p/ZwN4col8lb/', u'expanded_url': u'http://instagram.com/p/ZwN4col8lb/', u'topsy_expanded_url': u'http://instagram.com/p/ZwN4col8lb/'}]	1369525542	'\xf0\x9f\x98\xb1\xf0\x9f\x90\xb7\xf0\x9f\x90\xbd\xf0\x9f\x98\xb1 #desserttime #sweet #delicious #happy #surprised #instabest #insta #instapic #instafun #instacool\xe2\x80\xa6 http://t.co/FwvZL1DuCC'	'tweet'	7.5808463	'http://pbs.twimg.com/profile_images/2553891243/trendy_cover_normal.jpg'	'http://twitter.com/AHPetrova/status/338440771923488769'	'http://twitter.com/ahpetrova'	'\xf0\x9f\x98\xb1\xf0\x9f\x90\xb7\xf0\x9f\x90\xbd\xf0\x9f\x98\xb1 #desserttime #sweet #delicious #happy #surprised #instabest #insta #instapic #instafun #instacool\xe2\x80\xa6'	'http://topsy.com/twitter/ahpetrova'	'http://topsy.com/trackback?url=http%3A//twitter.com/ahpetrova/status/338440771923488769'	'Andrea H. Petrova '	'ahpetrova'	
1	1375355262	'RT @chenelleworld: My song "aishteru" just went no.1 on Usen and recochoku international chArt in japan! #grateful #happy #surprised #bless\xe2\x80\xa6'	'http://twitter.com/universal_inter/status/362892390975025152'	1375355262	0	[]	1375355262	'RT @chenelleworld: My song "aishteru" just went no.1 on Usen and recochoku international chArt in japan! #grateful #happy #surprised #bless\xe2\x80\xa6'	'tweet'	7.560944	'http://pbs.twimg.com/profile_images/458811756576382976/8d4TXsnU_normal.png'	'http://twitter.com/UNIVERSAL_INTER/status/362892390975025152'	'http://twitter.com/universal_inter'	'My song "aishteru" just went no.1 on Usen and recochoku international chArt in japan! #grateful #happy #surprised #bless\xe2\x80\xa6'	'http://topsy.com/twitter/universal_inter'	'http://topsy.com/trackback?url=http%3A//twitter.com/universal_inter/status/362892390975025152'	'\xe3\x83\xa6\xe3\x83\x8b\xe3\x83\x90\xe3\x83\xbc\xe3\x82\xb5\xe3\x83\xab\xe3\x80\x80\xe3\x82\xa4\xe3\x83\xb3\xe3\x82\xbf\xe3\x83\xbc\xe3\x83\x8a\xe3\x82\xb7\xe3\x83\xa7\xe3\x83\x8a\xe3\x83\xab'	'universal_inter'	
1	1370883114	'#award #moscrop #2012 #2013 #graphics #top #student #happy #surprised #proud #lastweek #Thursday Got\xe2\x80\xa6 http://t.co/64x6gIXhGS'	'http://twitter.com/_chelseamay_/status/344134842071543808'	1370883114	0	[{u'url': u'http://t.co/64x6gIXhGS', u'display_url': u'instagram.com/p/aYsI90wlXG/', u'expanded_url': u'http://instagram.com/p/aYsI90wlXG/', u'topsy_expanded_url': u'http://instagram.com/p/aYsI90wlXG/'}]	1370883114	'#award #moscrop #2012 #2013 #graphics #top #student #happy #surprised #proud #lastweek #Thursday Got\xe2\x80\xa6 http://t.co/64x6gIXhGS'	'tweet'	7.5420637	'http://pbs.twimg.com/profile_images/453417832219279360/6ZBqHg7K_normal.jpeg'	'http://twitter.com/_ChelseaMay_/status/344134842071543808'	'http://twitter.com/_chelseamay_'	'#award #moscrop #2012 #2013 #graphics #top #student #happy #surprised #proud #lastweek #Thursday Got\xe2\x80\xa6'	'http://topsy.com/twitter/_chelseamay_'	'http://topsy.com/trackback?url=http%3A//twitter.com/_chelseamay_/status/344134842071543808'	'Shorty'	'_chelseamay_'	
1	1319253038	'Bisa jg listrik \xe2\x88\x82! Malaysia galau? RT @tiamuzbar:Listrik bulan ini RM0.00?? Seriously?? (^o^)/ \\(^o^)/ #happy #surprised'	'http://twitter.com/ninamuzbar/status/127582607847333888'	1319253038	0	[]	1319253038	'Bisa jg listrik \xe2\x88\x82! Malaysia galau? RT @tiamuzbar:Listrik bulan ini RM0.00?? Seriously?? (^o^)/ \\(^o^)/ #happy #surprised'	'tweet'	7.352391	'http://pbs.twimg.com/profile_images/429607148608167936/kxviDWeD_normal.jpeg'	'http://twitter.com/ninamuzbar/status/127582607847333888'	'http://twitter.com/ninamuzbar'	'Bisa jg listrik \xe2\x88\x82! Malaysia galau? RT @tiamuzbar:Listrik bulan ini RM0.00?? Seriously?? (^o^)/ \\(^o^)/ #happy'	'http://topsy.com/twitter/ninamuzbar'	'http://topsy.com/trackback?url=http%3A//twitter.com/ninamuzbar/status/127582607847333888'	'Nina Muzbar'	'ninamuzbar'	
1	1275669693	'@rgoldstand lol #curious #happy #surprised #exasperated?'	'http://twitter.com/alarbean/status/15428221695'	1275669693	1	[]	1275669693	'@rgoldstand lol #curious #happy #surprised #exasperated?'	'tweet'	7.342904	'http://pbs.twimg.com/profile_images/777317007/Alar-apple_normal.jpg'	'http://twitter.com/alarBean/status/15428221695'	'http://twitter.com/alarbean'	' lol #curious #happy #surprised #exasperated?'	'http://topsy.com/twitter/alarbean'	'http://topsy.com/trackback?url=http%3A//twitter.com/alarbean/status/15428221695'	'Alar Bean'	'alarbean'	
